customer_id,tenure,monthly_charges,total_charges,contract_type,payment_method,churn
C004967,16,56.09,932.82,Month-to-month,Credit card,Yes
C004968,24,81.28,1988.36,Month-to-month,Bank transfer,Yes
C004969,2,36.32,85.87,Month-to-month,Electronic check,Yes
C004970,59,72.39,4298.37,One year,Credit card,Yes
C004971,62,91.72,5750.46,Two year,Electronic check,Yes
C004972,27,27.59,748.69,Month-to-month,Electronic check,Yes
C004973,61,118.41,7291.38,Month-to-month,Electronic check,Yes
C004974,56,52.34,2894.71,Month-to-month,Credit card,Yes
C004975,58,83.53,4841.08,Month-to-month,Electronic check,Yes
C004976,58,29.29,1674.78,One year,Mailed check,No
C004977,41,90.37,3744.81,Two year,Bank transfer,No
C004978,8,103.73,779.12,One year,Bank transfer,No
C004979,67,28.74,1909.49,Month-to-month,Bank transfer,No
C004980,44,30.84,1263.98,Two year,Electronic check,No
C004981,65,46.67,3063.27,Two year,Bank transfer,No
C004982,70,19.22,1407.74,Month-to-month,Electronic check,Yes
C004983,13,118.58,1587.08,Two year,Electronic check,Yes
C004984,29,79.04,2332.79,One year,Electronic check,No
C004985,14,79.97,1161.55,One year,Mailed check,No
C004986,3,115.81,382.41,Month-to-month,Electronic check,Yes
C004987,70,102.87,7231.62,Month-to-month,Mailed check,No
C004988,67,101.05,6804.3,One year,Electronic check,No
C004989,68,52.63,3546.06,Month-to-month,Mailed check,No
C004990,64,52.16,3328.23,Two year,Electronic check,No
C004991,47,47.76,2248.23,Month-to-month,Mailed check,Yes
C004992,38,53.36,2010.89,Month-to-month,Credit card,No
C004993,72,55.69,3931.36,One year,Electronic check,No
C004994,40,32.28,1229.45,One year,Bank transfer,No
C004995,46,54.31,2509.76,Month-to-month,Mailed check,No
C004996,15,63.57,998.84,One year,Electronic check,No
C004997,54,49.55,2676.17,One year,Electronic check,No
C004998,59,34.87,2195.57,One year,Electronic check,No
C004999,49,56.09,2702.42,Month-to-month,Bank transfer,No
C005000,36,67.05,2436.05,One year,Electronic check,Yes
C005001,14,91.51,1345.7,Month-to-month,Credit card,No
C005002,2,90.55,234.38,One year,Bank transfer,No
C005003,45,38.67,1772.9,One year,Mailed check,No
C005004,49,21.74,1118.77,Month-to-month,Credit card,No
C005005,56,48.99,2746.21,Month-to-month,Electronic check,No
C005006,69,34.03,2431.21,Month-to-month,Bank transfer,No
C005007,36,58.37,2165.48,Month-to-month,Electronic check,No
C005008,60,117.89,7030.79,One year,Mailed check,Yes
C005009,52,36.47,1912.52,One year,Electronic check,No
C005010,20,50.53,933.24,Two year,Credit card,No
C005011,61,91.96,5685.65,One year,Electronic check,No
C005012,3,69.94,221.03,One year,Bank transfer,Yes
C005013,43,22.48,1034.08,One year,Credit card,Yes
C005014,68,34.49,2339.85,Month-to-month,Electronic check,Yes
C005015,48,113.4,5350.39,One year,Credit card,No
C005016,68,28.52,2071.23,Month-to-month,Mailed check,No
C005017,4,82.78,337.67,Month-to-month,Credit card,Yes
C005018,38,98.82,3705.15,Two year,Mailed check,No
C005019,56,45.07,2581.21,One year,Credit card,No
C005020,46,91.96,4331.95,Month-to-month,Credit card,No
C005021,64,35.33,2251.0,Month-to-month,Mailed check,No
C005022,33,47.04,1547.36,Two year,Bank transfer,No
C005023,49,49.81,2452.59,Month-to-month,Credit card,Yes
C005024,30,119.64,3533.65,Two year,Bank transfer,No
C005025,63,39.89,2478.54,Two year,Credit card,No
C005026,8,31.18,338.54,One year,Bank transfer,No
C005027,18,112.42,2016.95,Month-to-month,Electronic check,No
C005028,7,34.52,199.76,Month-to-month,Credit card,No
C005029,51,107.69,5469.59,Month-to-month,Bank transfer,No
C005030,16,84.35,1403.24,Month-to-month,Electronic check,No
C005031,23,76.84,1668.53,One year,Electronic check,Yes
C005032,61,94.64,5785.77,Two year,Electronic check,No
C005033,26,92.05,2516.41,Month-to-month,Bank transfer,No
C005034,10,29.27,394.25,Month-to-month,Credit card,Yes
C005035,1,119.95,148.61,Month-to-month,Credit card,No
C005036,16,114.07,1890.94,Month-to-month,Electronic check,Yes
C005037,66,109.45,7289.04,Month-to-month,Electronic check,Yes
C005038,40,81.47,3252.51,Two year,Electronic check,No
C005039,72,71.32,5181.28,Month-to-month,Bank transfer,No
C005040,15,72.7,1179.93,Month-to-month,Credit card,Yes
C005041,25,19.52,424.81,One year,Credit card,No
C005042,11,68.95,787.28,Month-to-month,Electronic check,No
C005043,29,81.62,2385.05,Two year,Bank transfer,No
C005044,41,85.19,3497.95,Two year,Bank transfer,No
C005045,58,51.88,3009.77,Month-to-month,Credit card,No
C005046,26,66.07,1729.4,One year,Bank transfer,No
C005047,56,82.9,4658.18,One year,Mailed check,No
C005048,45,61.69,2831.98,Month-to-month,Credit card,Yes
C005049,21,116.14,2462.77,Month-to-month,Electronic check,No
C005050,66,89.96,5928.47,Two year,Credit card,Yes
C005051,31,18.13,520.03,Month-to-month,Credit card,No
C005052,11,20.37,200.45,Month-to-month,Credit card,Yes
C005053,70,88.41,6201.76,Month-to-month,Electronic check,No
C005054,66,60.09,3930.64,Month-to-month,Credit card,No
C005055,3,103.63,358.18,Two year,Electronic check,No
C005056,65,35.65,2338.75,One year,Bank transfer,No
C005057,69,19.41,1396.47,One year,Credit card,No
C005058,60,57.58,3422.86,Month-to-month,Electronic check,Yes
C005059,18,93.08,1633.89,Two year,Bank transfer,No
C005060,46,117.12,5444.32,Month-to-month,Bank transfer,No
C005061,39,108.13,4223.57,Month-to-month,Credit card,No
C005062,45,67.38,3021.97,Month-to-month,Electronic check,No
C005063,45,100.91,4575.88,Month-to-month,Credit card,Yes
C005064,46,25.17,1190.89,One year,Credit card,No
C005065,37,76.37,2762.9,Month-to-month,Bank transfer,Yes
C005066,50,112.28,5683.23,Month-to-month,Mailed check,Yes
C005067,38,58.43,2199.82,Month-to-month,Bank transfer,No
C005068,1,115.93,200.93,One year,Electronic check,No
C005069,2,40.51,14.34,Month-to-month,Bank transfer,Yes
C005070,69,28.77,2001.0,Two year,Electronic check,No
C005071,66,71.53,4711.7,Month-to-month,Electronic check,Yes
C005072,42,110.54,4543.92,Month-to-month,Electronic check,Yes
C005073,12,49.75,629.91,Month-to-month,Bank transfer,No
C005074,57,99.62,5582.14,Month-to-month,Bank transfer,Yes
C005075,10,35.26,338.02,Month-to-month,Bank transfer,Yes
C005076,27,94.05,2594.56,Month-to-month,Electronic check,Yes
C005077,24,74.82,1769.18,Month-to-month,Electronic check,No
C005078,0,35.85,,Month-to-month,Mailed check,Yes
C005079,58,91.24,5331.94,Month-to-month,Bank transfer,Yes
C005080,37,90.8,3347.12,One year,Electronic check,No
C005081,23,70.57,1602.86,Month-to-month,Bank transfer,No
C005082,37,41.0,1580.75,Two year,Mailed check,No
C005083,0,31.49,,Month-to-month,Credit card,No
C005084,31,115.64,3561.86,Month-to-month,Mailed check,No
C005085,37,84.89,3184.25,Month-to-month,Electronic check,No
C005086,24,100.54,2351.36,Two year,Electronic check,Yes
C005087,60,89.09,5434.17,Month-to-month,Electronic check,Yes
C005088,18,102.61,1836.14,Two year,Electronic check,Yes
C005089,10,34.57,389.43,One year,Credit card,No
C005090,38,68.69,2653.84,One year,Bank transfer,No
C005091,64,86.05,5499.59,Month-to-month,Electronic check,No
C005092,27,28.55,746.9,Month-to-month,Credit card,No
C005093,3,33.3,97.75,Month-to-month,Electronic check,Yes
C005094,70,82.67,5822.53,Two year,Credit card,No
C005095,32,106.61,3362.2,One year,Electronic check,Yes
C005096,12,85.36,964.16,Month-to-month,Electronic check,No
C005097,44,21.69,1028.57,Month-to-month,Bank transfer,No
C005098,23,116.98,2653.8,Month-to-month,Electronic check,No
C005099,68,32.23,2209.34,One year,Electronic check,Yes
C005100,21,41.72,866.01,Month-to-month,Credit card,No
C005101,40,117.45,4690.11,One year,Bank transfer,No
C005102,39,96.65,3840.87,Month-to-month,Credit card,No
C005103,17,113.53,1925.75,Two year,Bank transfer,No
C005104,36,100.28,3592.24,Month-to-month,Electronic check,No
C005105,7,84.48,577.87,Month-to-month,Bank transfer,No
C005106,46,47.02,2137.75,Two year,Credit card,No
C005107,55,51.34,2790.2,One year,Electronic check,No
C005108,69,114.62,7883.81,Month-to-month,Electronic check,No
C005109,23,105.78,2516.1,Two year,Bank transfer,No
C005110,20,54.67,1128.97,Month-to-month,Credit card,No
C005111,40,56.07,2225.54,Month-to-month,Electronic check,Yes
C005112,50,48.36,2467.08,Month-to-month,Bank transfer,Yes
C005113,72,51.27,3612.08,Month-to-month,Electronic check,No
C005114,1,105.79,174.57,One year,Mailed check,No
C005115,17,19.07,388.95,Month-to-month,Bank transfer,No
C005116,19,62.48,1298.94,Month-to-month,Electronic check,Yes
C005117,18,114.17,2105.64,One year,Electronic check,Yes
C005118,33,73.35,2442.41,Month-to-month,Bank transfer,Yes
C005119,63,63.95,4093.41,Month-to-month,Electronic check,No
C005120,2,49.86,68.43,Month-to-month,Credit card,Yes
C005121,59,25.54,1487.09,One year,Credit card,Yes
C005122,45,40.9,1837.29,Month-to-month,Bank transfer,Yes
C005123,44,27.23,1266.56,Two year,Credit card,No
C005124,49,30.92,1472.29,Two year,Credit card,No
C005125,8,34.68,229.34,One year,Bank transfer,No
C005126,54,48.81,2647.57,One year,Bank transfer,No
C005127,18,19.12,380.04,One year,Electronic check,Yes
C005128,37,114.91,4216.52,Two year,Credit card,No
C005129,49,30.63,1534.39,One year,Electronic check,No
C005130,44,57.08,2579.94,Month-to-month,Electronic check,No
C005131,23,107.71,2537.35,Month-to-month,Bank transfer,No
C005132,28,28.87,826.02,Two year,Electronic check,No
C005133,34,67.33,2284.69,Month-to-month,Electronic check,No
C005134,3,104.17,399.29,One year,Bank transfer,Yes
C005135,53,74.81,3965.7,Two year,Electronic check,No
C005136,7,39.46,323.24,Month-to-month,Credit card,Yes
C005137,33,93.02,3167.57,Month-to-month,Credit card,Yes
C005138,47,87.5,4154.26,Month-to-month,Bank transfer,No
C005139,5,54.94,224.85,Month-to-month,Electronic check,No
C005140,72,22.72,1573.89,One year,Bank transfer,No
C005141,27,18.8,492.72,Month-to-month,Electronic check,Yes
C005142,1,102.19,137.66,Month-to-month,Bank transfer,No
C005143,48,50.8,2460.64,Month-to-month,Electronic check,No
C005144,40,32.05,1392.35,Month-to-month,Mailed check,No
C005145,46,70.89,3282.69,Month-to-month,Electronic check,Yes
C005146,54,111.92,6027.31,Month-to-month,Credit card,No
C005147,34,18.87,584.91,Two year,Electronic check,No
C005148,60,23.73,1482.82,Month-to-month,Mailed check,Yes
C005149,27,60.54,1634.28,Month-to-month,Electronic check,No
C005150,39,86.95,3315.74,Month-to-month,Mailed check,Yes
C005151,11,66.56,733.27,One year,Credit card,Yes
C005152,45,109.55,4879.96,One year,Electronic check,No
C005153,19,22.5,406.22,Month-to-month,Electronic check,No
C005154,50,52.69,2634.81,One year,Electronic check,No
C005155,58,53.84,3077.46,One year,Bank transfer,No
C005156,62,52.69,3242.4,Two year,Bank transfer,No
C005157,67,67.74,4501.37,One year,Credit card,No
C005158,8,98.64,753.26,One year,Credit card,No
C005159,10,50.42,453.8,Month-to-month,Electronic check,Yes
C005160,67,93.94,6269.84,Month-to-month,Credit card,Yes
C005161,27,32.94,844.65,Two year,Credit card,No
C005162,1,75.19,104.52,Month-to-month,Bank transfer,Yes
C005163,20,56.26,1135.24,Month-to-month,Electronic check,Yes
C005164,61,73.0,4512.74,One year,Bank transfer,No
C005165,25,28.99,819.09,Two year,Bank transfer,No
C005166,5,115.25,610.12,Month-to-month,Electronic check,No
C005167,52,110.43,5764.84,Two year,Electronic check,No
C005168,14,102.29,1469.08,Month-to-month,Bank transfer,Yes
C005169,25,109.06,2749.83,Two year,Bank transfer,Yes
C005170,0,32.96,,Two year,Electronic check,No
C005171,43,69.38,2981.87,One year,Credit card,No
C005172,32,50.43,1562.68,Two year,Electronic check,No
C005173,63,108.51,6878.08,Two year,Electronic check,No
C005174,24,37.32,894.12,Two year,Electronic check,No
C005175,14,40.43,638.5,Month-to-month,Bank transfer,Yes
C005176,12,88.04,1102.24,Month-to-month,Electronic check,No
C005177,14,27.07,347.68,Month-to-month,Bank transfer,No
C005178,32,92.7,3028.73,Month-to-month,Mailed check,Yes
C005179,6,45.35,144.06,One year,Electronic check,No
C005180,29,85.42,2573.69,Month-to-month,Electronic check,No
C005181,62,107.05,6570.18,Two year,Mailed check,Yes
C005182,56,80.18,4514.84,Month-to-month,Mailed check,No
C005183,46,39.69,1847.11,Month-to-month,Electronic check,Yes
C005184,65,23.01,1551.84,Month-to-month,Mailed check,Yes
C005185,56,22.55,1246.37,Month-to-month,Mailed check,No
C005186,47,27.06,1164.54,Month-to-month,Credit card,No
C005187,63,77.14,4843.46,One year,Bank transfer,No
C005188,9,53.52,470.72,Month-to-month,Electronic check,No
C005189,59,42.8,2422.74,Two year,Mailed check,No
C005190,21,40.37,850.04,Month-to-month,Electronic check,No
C005191,53,114.76,6028.49,One year,Mailed check,No
C005192,66,30.12,2020.37,One year,Electronic check,No
C005193,36,49.09,1754.94,Month-to-month,Credit card,Yes
C005194,6,66.09,494.59,Month-to-month,Mailed check,No
C005195,27,18.05,474.54,Two year,Credit card,No
C005196,29,111.94,3267.78,One year,Bank transfer,No
C005197,68,28.11,1900.83,Month-to-month,Mailed check,No
C005198,68,87.61,5876.32,One year,Electronic check,No
C005199,41,82.14,3357.5,Month-to-month,Electronic check,Yes
C005200,69,100.52,6973.55,Month-to-month,Credit card,No
C005201,31,84.44,2647.74,Month-to-month,Credit card,Yes
C005202,30,96.48,2879.74,One year,Electronic check,No
C005203,61,60.97,3646.33,Month-to-month,Mailed check,No
C005204,48,67.85,3289.02,Month-to-month,Electronic check,No
C005205,38,89.57,3424.63,Month-to-month,Mailed check,Yes
C005206,33,75.98,2549.51,Month-to-month,Credit card,No
C005207,51,70.18,3565.47,Month-to-month,Electronic check,Yes
C005208,55,38.97,2059.13,Month-to-month,Electronic check,Yes
C005209,35,44.33,1578.24,Two year,Bank transfer,No
C005210,2,54.57,108.68,One year,Electronic check,No
C005211,7,18.95,202.23,Month-to-month,Electronic check,Yes
C005212,10,60.57,607.14,Month-to-month,Electronic check,No
C005213,33,18.28,600.97,Month-to-month,Bank transfer,No
C005214,44,75.63,3348.58,Two year,Credit card,Yes
C005215,58,89.81,5179.13,Month-to-month,Credit card,No
C005216,16,75.34,1173.18,Two year,Bank transfer,Yes
C005217,57,88.74,5053.29,Month-to-month,Bank transfer,No
C005218,48,18.0,817.98,One year,Bank transfer,No
C005219,3,24.06,60.73,One year,Mailed check,Yes
C005220,25,89.24,2327.98,One year,Electronic check,No
C005221,22,99.9,2249.93,Month-to-month,Electronic check,Yes
C005222,64,91.21,5852.84,Month-to-month,Mailed check,No
C005223,67,85.63,5814.79,Month-to-month,Credit card,No
C005224,59,90.15,5277.61,Two year,Bank transfer,No
C005225,38,93.44,3675.24,Month-to-month,Credit card,No
C005226,35,91.89,3193.12,One year,Electronic check,No
C005227,22,93.28,2152.35,Two year,Electronic check,No
C005228,56,25.55,1530.77,One year,Credit card,No
C005229,6,24.45,59.04,Month-to-month,Electronic check,No
C005230,19,54.83,1115.12,Month-to-month,Mailed check,No
C005231,9,71.81,632.09,One year,Electronic check,No
C005232,36,95.79,3420.04,Two year,Credit card,No
C005233,21,52.14,1121.17,Two year,Electronic check,No
C005234,14,46.06,594.44,Month-to-month,Credit card,No
C005235,27,97.71,2663.27,Two year,Electronic check,Yes
C005236,62,43.43,2645.62,Month-to-month,Electronic check,Yes
C005237,40,101.73,4078.05,One year,Credit card,No
C005238,60,36.07,2230.97,Month-to-month,Mailed check,No
C005239,66,54.67,3627.55,Month-to-month,Electronic check,Yes
C005240,65,58.91,3811.16,One year,Bank transfer,No
C005241,25,48.55,1240.82,Month-to-month,Electronic check,No
C005242,64,18.34,1103.44,Two year,Electronic check,No
C005243,66,42.02,2731.38,Month-to-month,Electronic check,Yes
C005244,70,52.44,3649.29,Two year,Mailed check,No
C005245,25,49.99,1289.09,Month-to-month,Electronic check,Yes
C005246,16,98.13,1590.37,Month-to-month,Credit card,No
C005247,42,22.83,985.62,Month-to-month,Bank transfer,No
C005248,68,57.67,3920.19,One year,Electronic check,No
C005249,65,21.83,1379.55,Two year,Mailed check,No
C005250,41,112.93,4704.54,Month-to-month,Bank transfer,Yes
C005251,10,98.6,951.11,Month-to-month,Bank transfer,No
C005252,30,118.18,3566.35,Month-to-month,Mailed check,No
C005253,52,110.84,5758.07,One year,Bank transfer,No
C005254,40,50.21,2036.55,One year,Electronic check,No
C005255,25,88.54,2183.23,Two year,Mailed check,No
C005256,25,49.27,1284.38,Month-to-month,Electronic check,No
C005257,4,108.6,503.31,Month-to-month,Credit card,Yes
C005258,21,59.9,1307.47,Month-to-month,Mailed check,No
C005259,48,56.34,2712.2,Two year,Bank transfer,No
C005260,17,111.24,1869.32,Month-to-month,Mailed check,No
C005261,72,103.35,7582.31,Month-to-month,Electronic check,No
C005262,6,116.57,649.84,One year,Electronic check,Yes
C005263,42,24.78,1084.82,One year,Electronic check,No
C005264,36,42.82,1558.16,Month-to-month,Bank transfer,No
C005265,60,48.69,2918.27,Month-to-month,Bank transfer,No
C005266,64,61.28,3931.18,One year,Electronic check,No
C005267,39,66.26,2558.63,One year,Mailed check,No
C005268,46,47.73,2216.93,Month-to-month,Electronic check,No
C005269,51,98.63,5045.97,Month-to-month,Bank transfer,No
C005270,38,40.77,1683.14,Month-to-month,Electronic check,No
C005271,13,89.04,1211.06,One year,Credit card,Yes
C005272,31,104.88,3277.07,Month-to-month,Mailed check,Yes
C005273,17,79.58,1381.64,Month-to-month,Mailed check,Yes
C005274,33,54.12,1877.94,Month-to-month,Bank transfer,Yes
C005275,44,37.16,1586.52,Two year,Credit card,No
C005276,15,31.7,466.36,Month-to-month,Mailed check,No
C005277,18,93.91,1595.02,Month-to-month,Electronic check,No
C005278,60,65.85,3978.94,Month-to-month,Electronic check,No
C005279,27,22.72,655.85,One year,Electronic check,No
C005280,14,118.35,1607.12,Two year,Bank transfer,No
C005281,52,86.47,4568.19,Two year,Bank transfer,No
C005282,52,104.11,5377.78,Month-to-month,Electronic check,Yes
C005283,60,62.7,3744.88,Month-to-month,Electronic check,No
C005284,55,115.45,6355.73,Month-to-month,Bank transfer,Yes
C005285,72,38.35,2840.91,One year,Bank transfer,No
C005286,41,36.88,1469.17,One year,Bank transfer,No
C005287,20,108.81,2190.76,Month-to-month,Bank transfer,No
C005288,62,108.96,6794.26,Month-to-month,Electronic check,Yes
C005289,19,68.9,1337.52,Month-to-month,Bank transfer,No
C005290,21,30.83,677.7,One year,Mailed check,No
C005291,60,49.13,2985.88,Month-to-month,Bank transfer,No
C005292,64,94.92,6047.14,Month-to-month,Electronic check,No
C005293,24,104.29,2587.35,Month-to-month,Credit card,Yes
C005294,53,53.46,2827.82,Month-to-month,Electronic check,No
C005295,67,24.25,1612.56,Month-to-month,Electronic check,No
C005296,58,85.9,5049.58,One year,Electronic check,No
C005297,0,93.43,0.0,One year,Credit card,No
C005298,48,61.25,2956.01,Month-to-month,Bank transfer,No
C005299,12,77.48,893.62,Month-to-month,Electronic check,No
C005300,61,118.71,7367.27,Two year,Electronic check,No
C005301,4,42.99,287.39,Two year,Electronic check,Yes
C005302,72,76.44,5498.17,One year,Bank transfer,No
C005303,12,80.32,989.83,One year,Mailed check,No
C005304,30,74.01,2220.56,One year,Bank transfer,No
C005305,17,106.65,1795.62,One year,Bank transfer,No
C005306,59,79.71,4708.87,Month-to-month,Credit card,No
C005307,28,69.8,1952.37,Month-to-month,Mailed check,Yes
C005308,54,30.55,1573.67,Month-to-month,Credit card,No
C005309,4,89.73,372.07,Two year,Mailed check,Yes
C005310,33,31.47,1036.4,One year,Bank transfer,No
C005311,66,20.71,1382.47,Two year,Mailed check,No
C005312,67,67.83,4540.73,Month-to-month,Credit card,No
C005313,15,76.39,1127.83,Month-to-month,Electronic check,Yes
C005314,28,119.9,3400.95,One year,Bank transfer,No
C005315,29,90.66,2655.8,Two year,Bank transfer,No
C005316,41,104.56,4356.76,Two year,Credit card,No
C005317,39,53.33,2104.61,Month-to-month,Electronic check,Yes
C005318,7,69.91,479.49,Two year,Bank transfer,No
C005319,55,117.38,6486.74,Two year,Electronic check,No
C005320,16,60.57,870.09,Two year,Credit card,No
C005321,22,100.34,2312.66,One year,Credit card,Yes
C005322,61,71.65,4384.37,Two year,Bank transfer,Yes
C005323,50,40.84,2151.22,Month-to-month,Mailed check,No
C005324,28,77.2,2118.13,Month-to-month,Bank transfer,Yes
C005325,66,40.24,2599.96,Month-to-month,Mailed check,No
C005326,28,18.31,530.97,Month-to-month,Electronic check,No
C005327,41,42.06,1742.59,Two year,Credit card,No
C005328,17,37.7,657.81,One year,Mailed check,No
C005329,13,55.83,735.08,Month-to-month,Electronic check,No
C005330,35,108.64,3770.99,One year,Bank transfer,No
C005331,41,57.56,2285.69,One year,Electronic check,No
C005332,58,104.21,6058.34,Month-to-month,Bank transfer,Yes
C005333,28,74.67,2026.63,One year,Mailed check,No
C005334,65,18.78,1151.85,Month-to-month,Bank transfer,No
C005335,44,37.25,1619.97,One year,Electronic check,No
C005336,5,112.99,586.48,Two year,Bank transfer,No
C005337,53,79.63,4319.78,Month-to-month,Bank transfer,No
C005338,41,112.81,4674.17,Month-to-month,Bank transfer,No
C005339,28,49.63,1461.3,One year,Mailed check,No
C005340,34,91.09,3129.74,Two year,Bank transfer,No
C005341,22,96.75,2146.84,Month-to-month,Mailed check,Yes
C005342,44,117.52,5296.17,Two year,Electronic check,Yes
C005343,41,19.85,747.71,One year,Electronic check,No
C005344,32,115.13,3663.5,Month-to-month,Mailed check,No
C005345,20,57.94,1142.04,Month-to-month,Credit card,No
C005346,29,103.48,3045.6,Month-to-month,Electronic check,Yes
C005347,36,73.56,2599.22,Month-to-month,Bank transfer,No
C005348,34,75.59,2608.23,Month-to-month,Bank transfer,No
C005349,22,54.66,1231.5,One year,Electronic check,No
C005350,42,102.5,4345.67,One year,Electronic check,No
C005351,16,44.93,758.64,Month-to-month,Mailed check,No
C005352,36,68.21,2532.48,Month-to-month,Mailed check,Yes
C005353,8,75.14,598.66,Month-to-month,Electronic check,No
C005354,34,93.74,3213.67,Two year,Credit card,No
C005355,57,66.11,3731.44,Two year,Credit card,Yes
C005356,59,87.39,5107.77,One year,Electronic check,No
C005357,50,67.5,3463.24,Month-to-month,Electronic check,Yes
C005358,54,85.25,4562.89,Two year,Bank transfer,Yes
C005359,4,86.76,379.11,Two year,Credit card,Yes
C005360,24,90.36,2195.19,Month-to-month,Credit card,No
C005361,47,101.98,4851.81,Month-to-month,Credit card,Yes
C005362,58,73.15,4159.79,Month-to-month,Mailed check,No
C005363,42,37.71,1628.38,One year,Credit card,No
C005364,62,87.32,5410.94,Month-to-month,Electronic check,Yes
C005365,19,25.87,461.53,Month-to-month,Electronic check,No
C005366,11,40.33,431.09,Month-to-month,Bank transfer,No
C005367,6,98.8,644.64,Month-to-month,Mailed check,No
C005368,42,62.38,2656.52,One year,Credit card,No
C005369,48,68.8,3296.0,Month-to-month,Bank transfer,No
C005370,20,118.71,2317.24,Month-to-month,Credit card,No
C005371,57,41.99,2340.0,One year,Electronic check,No
C005372,53,19.99,1097.12,Two year,Electronic check,No
C005373,26,29.36,699.47,Month-to-month,Bank transfer,Yes
C005374,17,42.94,724.07,Month-to-month,Mailed check,No
C005375,54,92.04,5104.21,Month-to-month,Electronic check,Yes
C005376,49,97.13,4782.35,Month-to-month,Electronic check,No
C005377,12,75.68,945.27,Two year,Credit card,No
C005378,18,44.01,739.13,Two year,Credit card,No
C005379,35,71.22,2431.33,Month-to-month,Bank transfer,Yes
C005380,37,19.53,762.4,Month-to-month,Bank transfer,Yes
C005381,12,87.54,1036.36,Month-to-month,Credit card,Yes
C005382,69,80.66,5624.22,One year,Electronic check,No
C005383,28,20.22,573.32,Month-to-month,Bank transfer,No
C005384,27,101.34,2914.0,Month-to-month,Bank transfer,Yes
C005385,4,95.87,359.86,Month-to-month,Credit card,Yes
C005386,63,49.44,3134.18,One year,Electronic check,No
C005387,17,82.81,1368.06,Two year,Credit card,No
C005388,72,79.35,5769.8,Month-to-month,Bank transfer,No
C005389,36,32.6,1200.63,One year,Electronic check,Yes
C005390,63,37.71,2332.67,Two year,Mailed check,No
C005391,13,87.69,1129.11,Month-to-month,Electronic check,No
C005392,12,113.22,1432.23,Two year,Bank transfer,Yes
C005393,58,76.78,4520.83,One year,Mailed check,No
C005394,59,75.92,4413.56,Month-to-month,Bank transfer,No
C005395,39,83.96,3256.14,One year,Bank transfer,Yes
C005396,2,62.94,221.95,Month-to-month,Credit card,Yes
C005397,68,23.53,1596.68,Month-to-month,Electronic check,No
C005398,28,58.44,1650.49,Month-to-month,Credit card,No
C005399,68,109.83,7524.79,One year,Credit card,Yes
C005400,63,100.1,6244.69,Two year,Bank transfer,No
C005401,62,112.6,6939.22,Month-to-month,Electronic check,Yes
C005402,50,33.59,1668.32,Month-to-month,Credit card,Yes
C005403,49,69.61,3476.12,Month-to-month,Credit card,Yes
C005404,38,77.64,3006.31,Two year,Credit card,No
C005405,1,39.41,80.4,Month-to-month,Electronic check,Yes
C005406,28,38.5,1076.04,Two year,Credit card,Yes
C005407,53,97.77,5243.29,Month-to-month,Electronic check,Yes
C005408,59,86.53,5102.64,Month-to-month,Mailed check,No
C005409,40,84.01,3394.3,Month-to-month,Bank transfer,No
C005410,51,45.23,2357.33,Month-to-month,Mailed check,No
C005411,1,69.69,159.53,Month-to-month,Electronic check,Yes
C005412,34,20.35,694.08,Two year,Mailed check,No
C005413,37,31.25,1143.12,Month-to-month,Electronic check,Yes
C005414,65,70.86,4675.65,Month-to-month,Bank transfer,Yes
C005415,22,49.59,1164.57,One year,Electronic check,Yes
C005416,16,116.5,1841.83,Month-to-month,Mailed check,No
C005417,25,66.09,1602.0,One year,Bank transfer,No
C005418,12,26.52,384.19,One year,Credit card,No
C005419,40,19.82,715.71,Two year,Mailed check,No
C005420,46,91.98,4151.44,One year,Mailed check,No
C005421,58,35.49,2050.01,Month-to-month,Credit card,No
C005422,70,37.16,2606.32,Month-to-month,Credit card,Yes
C005423,5,61.23,253.15,Month-to-month,Bank transfer,Yes
C005424,18,44.93,819.83,Month-to-month,Mailed check,Yes
C005425,21,80.89,1712.01,Month-to-month,Electronic check,Yes
C005426,18,67.54,1191.7,Month-to-month,Bank transfer,Yes
C005427,60,29.37,1863.87,Two year,Credit card,Yes
C005428,10,98.04,1001.89,Two year,Credit card,No
C005429,2,61.44,179.3,Month-to-month,Electronic check,No
C005430,62,80.31,4906.41,Two year,Electronic check,No
C005431,70,18.4,1214.76,One year,Credit card,No
C005432,16,81.89,1333.24,Month-to-month,Credit card,Yes
C005433,24,46.85,1217.14,Two year,Bank transfer,Yes
C005434,36,68.43,2412.98,Two year,Electronic check,No
C005435,38,48.37,1845.23,One year,Bank transfer,No
C005436,72,119.62,8550.89,One year,Mailed check,No
C005437,29,41.55,1169.02,Month-to-month,Electronic check,No
C005438,0,111.11,,One year,Electronic check,No
C005439,30,111.63,3324.27,One year,Electronic check,No
C005440,40,60.94,2372.32,One year,Mailed check,No
C005441,37,49.01,1746.97,Month-to-month,Electronic check,Yes
C005442,37,56.87,2009.89,One year,Mailed check,No
C005443,67,118.91,7990.8,Two year,Electronic check,Yes
C005444,58,81.12,4734.84,Two year,Mailed check,No
C005445,18,73.57,1353.89,Month-to-month,Credit card,Yes
C005446,25,21.66,496.04,Month-to-month,Bank transfer,No
C005447,48,104.48,5065.34,Month-to-month,Electronic check,Yes
C005448,29,26.55,805.29,One year,Bank transfer,No
C005449,31,22.79,706.85,Month-to-month,Electronic check,No
C005450,12,46.04,544.64,Two year,Mailed check,No
C005451,18,66.53,1165.08,One year,Electronic check,No
